id,name,address,city,state,zip,lat,lng,region,type,sheets,sharpening,food,livebarn,wifi,parking,locker_rooms,on_site_shops,price_public_skate,price_stick_puck,price_dropin,registration_label,registration_url,website,seating_type,viewing,accessible,spectator_notes,facebook_url,instagram_url,tiktok_url,photo_url,claimed,phone,email,skate_rentals,year_round,notes
177,Fort Myers Skatium,2250 Broadway,Fort Myers,FL,33901,26.6404,-81.8698,Southwest Florida,Indoor,1,,concessions,,,Free,,,,,,Fort Myers Hockey,,https://www.fortmyersskatium.com,,,TRUE,,,,,,FALSE,(239) 321-7510,,TRUE,TRUE,Municipal rink. Hockey and figure skating.
178,Hertz Arena,11000 Everblades Pkwy,Estero,FL,33928,26.4374,-81.7787,Southwest Florida,Indoor,1,,concessions,,,Paid,,,,,,Florida Everblades (ECHL),,https://www.hertzarena.com,seats,,TRUE,,,,,,FALSE,(239) 948-7825,,,TRUE,"ECHL arena. Home of Florida Everblades (ECHL). Also hosts concerts and events. 7,800-seat capacity. ⚠️ CSV listed 2 sheets — confirmed 1 NHL sheet (event arena, not multi-sheet community facility)."
179,Kendall Ice Arena,10355 Hammocks Blvd,Miami,FL,33196,25.6718,-80.4444,South Florida,Indoor,1,,concessions,,,Free,,,,,,Miami Hockey,,https://www.kendallicearena.com,,,TRUE,,,,,,FALSE,(305) 386-8288,,TRUE,TRUE,"Largest ice rink in Miami-Dade County. NHL-size sheet. Year-round public skating, youth hockey leagues, figure skating. Florida Panthers partner rink. Also listed as 'Miami Ice Arena' in NHL Learn to Play directory."
180,Lakeland Ice Arena,3395 W Memorial Blvd,Lakeland,FL,33815,28.0394,-82.0004,Central Florida,Indoor,1,,concessions,,,Free,,,,,,Lakeland Hockey,,https://www.lakelandicearena.com,,,TRUE,,,,,,FALSE,(863) 617-0077,,TRUE,TRUE,Community rink. Hockey and figure skating. Lightning partner rink.
181,Orlando Ice Den,8701 Maitland Summit Blvd,Orlando,FL,32810,28.6276,-81.4154,Central Florida,Indoor,2,,concessions,,,Free,,TRUE,,,,Orlando Jr. Solar Bears,,https://www.orlandoiceden.com,,,TRUE,,,,,,FALSE,(407) 916-2550,,TRUE,TRUE,"Two-sheet facility. Formerly RDV Ice Den / RDV Sportsplex Ice Den. Now operating as Orlando Ice Den. Part of the larger RDV Sportsplex complex (athletic club, Olympic pool, rehab center). Full hockey programming and public skating. Home of Orlando Jr. Solar Bears."
182,Palm Beach Ice Works,1590 N Florida Mango Rd,West Palm Beach,FL,33409,26.6998,-80.0912,South Florida,Indoor,1,,concessions,,,Free,,,,,,Palm Beach Hockey,,https://www.pbice.com,,,TRUE,,,,,,FALSE,(561) 656-4046,,TRUE,TRUE,Elite figure skating center. Hockey-capable. Florida Panthers partner rink.
183,Palm Beach Skate Zone,8125 Lake Worth Rd,Lake Worth,FL,33467,26.6164,-80.1744,South Florida,Indoor,3,,concessions,,,Free,,TRUE,,,,Palm Beach Hockey,,https://www.skatezonepb.com,,,TRUE,,,,,,FALSE,(561) 963-5900,,TRUE,TRUE,Three-sheet facility. Major South Florida youth hockey hub.
184,Panthers IceDen,3299 Sportsplex Dr,Coral Springs,FL,33065,26.2719,-80.2594,South Florida,Indoor,3,,restaurant,TRUE,TRUE,Free,,TRUE,,,,Florida Panthers / Jr. Panthers,,https://www.panthersiceden.com,,,TRUE,,,,,,FALSE,(954) 341-9956,,TRUE,TRUE,"Florida Panthers NHL practice facility. Three regulation-sized sheets. Full hockey and figure skating programming. Home of Jr. Panthers. Bumper cars, restaurant, gym on-site."
185,Pensacola Bay Center,201 E Gregory St,Pensacola,FL,32502,30.4213,-87.2169,North Florida,Indoor,1,,concessions,,,Paid,,,,,,Pensacola Ice Flyers (SPHL),,https://www.pensacolabcenter.com,seats,,TRUE,,,,,,FALSE,(850) 432-0800,,,TRUE,"8,082-seat SPHL arena. Home of Pensacola Ice Flyers. Also used for concerts and events. Opened 1985. ⚠️ CSV incorrectly listed as 'seasonal/event-based' — Pensacola Ice Flyers play a full SPHL season here."
186,Pines Ice Arena,12425 Taft St,Pembroke Pines,FL,33028,26.0204,-80.3104,South Florida,Indoor,2,,concessions,,,Free,,,,,,Pembroke Pines Hockey,,https://www.pinesice.com,,,TRUE,,,,,,FALSE,(954) 704-7800,,TRUE,TRUE,Two-sheet facility. Full hockey programming and public skating under neon lights.
187,Power Pole Arena,6910 Asphalt Ave,Tampa,FL,33614,28.006,-82.504,Tampa Bay,Indoor,1,,,,,Free,,,,,,Tampa Bay Lightning Partner Rink,,,,,,,,,,,FALSE,(813) 888-7161,,,TRUE,Lightning partner rink. Separate facility from TBSA Oldsmar — CSV incorrectly combined these two locations. ⚠️ Website unverified.
188,Space Coast Iceplex,720 Roy Wall Blvd,Rockledge,FL,32955,28.3168,-80.7314,Central Florida,Indoor,1,,concessions,,,Free,,TRUE,,,,Space Coast Hockey,,https://www.spacecoasticeplex.com,,,TRUE,,,,,,FALSE,(321) 504-7500,,TRUE,TRUE,"Only indoor ice rink on Florida's Space Coast. Year-round. Near Cocoa Beach and Kennedy Space Center. Full hockey programming, public skating, pro shop."
189,TGH Ice Plex,10222 Elizabeth Pl,Tampa,FL,33619,27.9386,-82.3332,Tampa Bay,Indoor,2,,restaurant,TRUE,TRUE,Free,,TRUE,,,,Tampa Bay Lightning,,https://www.tghiceplex.com,,,TRUE,,,,,,FALSE,(813) 684-7825,,TRUE,TRUE,"Official practice facility of the Tampa Bay Lightning (NHL). Founded 1997. Two sheets. Powerplay Grill restaurant, laser tag, arcade, birthday parties. Formerly Brandon Ice Sports Forum. Also called TGH Ice Plex – Brandon."
190,Tampa Bay Skating Academy – Countryside,27001 US Hwy 19 N,Clearwater,FL,33761,28.0134,-82.7394,Tampa Bay,Indoor,1,,concessions,,,Free,,,,,,Tampa Bay Skating Academy,,https://www.tbsa.com,,,TRUE,,,,,,FALSE,(727) 723-7785,,TRUE,TRUE,Single-sheet TBSA location inside Countryside Mall. Part of Tampa Bay Ice network.
191,Tampa Bay Skating Academy – Oldsmar,255 Forest Lakes Blvd,Oldsmar,FL,34677,28.0458,-82.665,Tampa Bay,Indoor,2,,concessions,,,Free,,,,,,Tampa Bay Skating Academy,,https://www.tbsa.com,,,TRUE,,,,,,FALSE,(813) 854-4010,,TRUE,TRUE,"Two-sheet flagship location of Tampa Bay Skating Academy. Opened 1992. Home of Tampa Bay Skating Club. Part of Tampa Bay Ice network. ⚠️ CSV listed as ""Power Pole Arena (TBSA Oldsmar)"" — Power Pole Arena is a separate facility at 6910 Asphalt Ave, Tampa."
192,The Ice Factory of Central Florida,2221 Partin Settlement Rd,Kissimmee,FL,34744,28.2938,-81.3464,Central Florida,Indoor,1,,concessions,,,Free,,,,,,Kissimmee Hockey,,https://www.icefactory.com,,,TRUE,,,,,,FALSE,(407) 933-4259,,TRUE,TRUE,Long-standing community rink. Lightning partner facility. Full hockey programming and public skating.
193,The Rink on the Beach (Glacier Ice and Snow),4601 N Federal Hwy,Pompano Beach,FL,33064,26.2882,-80.0934,South Florida,Indoor,1,,concessions,,,Free,,,,,,Pompano Beach Hockey,,https://www.glacierskate.com,,,TRUE,,,,,,FALSE,(954) 943-1437,,TRUE,TRUE,Also listed as Glacier Ice and Snow Arena and The Rink on the Beach in Florida hockey directories. Long-standing community rink.
194,Atlanta IceForum – Duluth,2300 Satellite Blvd,Duluth,GA,30097,34.0028,-84.1444,Atlanta Metro,Indoor,2,,restaurant,,,Free,8,TRUE,,,,Atlanta Gladiators / IceForum Youth Hockey,,https://www.iceforum.com,,,TRUE,,,,,,FALSE,(770) 813-1010,,TRUE,TRUE,"Two NHL-regulation sheets (200'x85'). 15,000 sq ft training complex. 8 locker rooms. Breakaway Grill restaurant overlooks rink. Pro shop. Official practice facility of the ECHL Atlanta Gladiators. Largest youth hockey house league in Georgia."
195,Atlanta IceForum – Town Center,3061 George Busbee Pkwy NW,Kennesaw,GA,30144,34.0302,-84.5712,Atlanta Metro,Indoor,2,,concessions,,,Free,8,TRUE,,,,IceForum Youth Hockey,,https://www.iceforum.com,,,TRUE,,,,,,FALSE,(770) 218-1010,,TRUE,TRUE,"Two NHL-regulation sheets. Sister facility to IceForum Duluth. Pro shop, snack bar. Full hockey and figure skating programming. SPHL team (various) has used this facility."
196,Center Ice Arena,5750 Roswell Rd,Sandy Springs,GA,30342,33.926,-84.374,Atlanta Metro,Indoor,1,,concessions,,,Free,,,,,,Sandy Springs Hockey,,https://www.centericearena.org,,,TRUE,,,,,,FALSE,(404) 549-8425,,TRUE,TRUE,"Located at I-285 and Roswell Rd. Public skating, hockey leagues, figure skating, camps. Home of FPHL Continental Hockey League team. ⚠️ Not in source CSV — added from Georgia arena directory."
197,Columbus Ice Rink,400 4th St,Columbus,GA,31901,32.4608,-84.9904,South Georgia,Indoor,1,,,,,Free,,,8,,,Columbus Hockey,,https://www.columbusga.gov/icerink,,,,,,,,,FALSE,(706) 225-4500,,TRUE,TRUE,"City of Columbus municipal rink. Home of Columbus Hockey Association (youth & adult) and Columbus Figure Skating Academy. Home ice for Auburn University Club Hockey. Public skating throughout week. Adult $8, Kids 10 & under $5, skate rentals $4."
198,Enmarket Arena,1 Arena Pkwy,Savannah,GA,31401,32.0843,-81.0998,Coastal Georgia,Indoor,1,,concessions,,,Paid,,,20,,,Savannah Ghost Pirates (ECHL),,https://www.enmarketarena.com,seats,,TRUE,,,,,,FALSE,(912) 525-5000,,,TRUE,"9,500-seat ECHL arena opened 2022. Home of Savannah Ghost Pirates (ECHL, Florida Panthers affiliate). Public skating program launched Nov 2025 per City of Savannah agreement with OVG and Ghost Pirates. Youth hockey and adult league ice also available. $20 adults / $15 kids 12 & under. Replaced Martin Luther King Jr. Arena as primary Savannah hockey venue."
199,Gas South Arena,6400 Sugarloaf Pkwy,Duluth,GA,30097,33.9778,-84.0947,Atlanta Metro,Indoor,1,,concessions,,,Paid,,,,,,Atlanta Gladiators (ECHL),,https://www.gassouthdistrict.com,,,TRUE,,,,,,FALSE,(770) 813-1010,,,TRUE,"ECHL arena. Home of Atlanta Gladiators. Large event venue (also known as Infinite Energy Arena, now Gas South Arena). ⚠️ Not in source CSV — added from ECHL directory. ⚠️ Phone may be shared with IceForum Duluth — verify."
200,Savannah Ice,9127 White Bluff Rd,Savannah,GA,31406,32.0028,-81.1154,Coastal Georgia,Indoor,1,,,,,Free,,,,,,Savannah Hockey,,https://www.savannahice.com,,,,,,,,,FALSE,,,,TRUE,⚠️ Status unverified — no current web presence or directory listing found. Savannah hockey activity has moved to Enmarket Arena and MLK Jr. Arena. Do not publish until current status confirmed.
201,Ice Palace Hawaii,4510 Salt Lake Blvd,Honolulu,HI,96818,21.356,-157.927,Hawaii,Indoor,1,,concessions,,,Free,,TRUE,19,,,Hawaii Youth Hockey / Hawaii Figure Skating,,https://www.icepalacehawaii.com,,,TRUE,,,,,,FALSE,(808) 487-9921,,TRUE,TRUE,"Hawaii's only ice rink. Founded 1982. NHL-size sheet near Pearl Harbor on Oahu. Reopened Dec 2022 after COVID closure with refreshed interior, new snack bar, new Zamboni. Public skating $19 (skate rental included). Youth and adult hockey leagues (USA Hockey registered), stick & puck, learn-to-skate, figure skating, birthday parties. Pro shop. Hosts Aloha Cup tournament (Dec) and Draft Tournament (March). 300+ USA Hockey registered members. Home of Hawaii high school hockey program."
202,All Seasons Center,770 7th St NE,Sioux Center,IA,51250,43.088,-96.168,Western Iowa,Indoor,1,,concessions,,TRUE,Free,4,TRUE,,,,Sioux Center Parks,,https://www.siouxcenter.org,,,TRUE,,,,,,FALSE,(712) 722-4386,,TRUE,TRUE,Community indoor rink with full hockey programming and public skating. Sioux Center city-operated.
203,Ames/ISU Ice Arena,1505 Gateway Hills Park Dr,Ames,IA,50014,42.015,-93.635,Central Iowa,Indoor,1,,concessions,,TRUE,Free,4,TRUE,,,,Ames Hockey / ISU Club Hockey,,https://www.cityofames.org,,,TRUE,,,,,,FALSE,(515) 292-6835,,TRUE,TRUE,"Year-round community rink. Public skating, youth hockey, ISU club hockey. City of Ames operated. ⚠️ PLACEHOLDER URL — links to city homepage."
204,Buccaneer Arena,7201 Hickman Rd,Urbandale,IA,50322,41.626,-93.712,Central Iowa,Indoor,1,,concessions,,TRUE,Free,,,,,,Des Moines Buccaneers (USHL),,https://www.bucshockey.com,,,TRUE,,,,,,FALSE,(515) 278-2827,,,TRUE,USHL arena. Home of Des Moines Buccaneers. Hockey-primary; limited public skating access.
205,Casey's Center,730 3rd St,Des Moines,IA,50309,41.586,-93.62,Central Iowa,Indoor,1,,restaurant,,TRUE,Paid,,,,,,Iowa Wild (AHL),,https://www.iowaeventscenter.com,seats,,TRUE,,,,,,FALSE,(515) 564-8000,,,TRUE,"Renamed from Wells Fargo Arena to Casey's Center in June 2025. 15,181-seat AHL arena. Home of Iowa Wild (AHL affiliate of Minnesota Wild). Also home to Iowa Wolves (NBA G League) and Iowa Barnstormers. Opened 2005. Part of Iowa Events Center complex. No public skating — hockey events only."
206,Cedar Rapids Ice Arena,1100 Rockford Rd SW,Cedar Rapids,IA,52404,41.962,-91.677,Eastern Iowa,Indoor,2,,concessions,,TRUE,Free,6,TRUE,,10,,Cedar Rapids RoughRiders (USHL),,https://www.creventslive.com/p/venues/imonice,seats,,TRUE,,,,,,FALSE,(319) 398-0100,,TRUE,TRUE,"Opened Jan 8, 2000. City-owned. 3,850-seat NHL sheet (home of USHL Cedar Rapids RoughRiders) + Olympic-size public/figure skating sheet. Two sheets on same campus — CSV incorrectly listed as two separate locations. Home of Cedar Rapids Hockey Association, Cedar Rapids High School RoughRiders, Eastern Iowa Figure Skating Club, Cedar Rapids Curling Club, Iowa Speed Skating Association. U of Iowa Hawkeyes club hockey plays here. Formerly ImOn Ice Arena — naming rights expired 2024. New sponsor name not yet announced as of publication."
207,Coral Ridge Ice Arena,1451 Coral Ridge Ave,Coralville,IA,52241,41.691,-91.602,Eastern Iowa,Indoor,1,,concessions,,TRUE,Free,4,TRUE,,,,Iowa City / Coralville Hockey,,https://www.coralridgeice.com,,,TRUE,,,,,,FALSE,(319) 545-5920,,TRUE,TRUE,"Year-round community rink serving Iowa City and Coralville. Public skating, hockey lessons, youth hockey."
208,Five Flags Civic Center Ice,405 Main St,Dubuque,IA,52001,42.5,-90.666,Eastern Iowa,Indoor,1,,concessions,,,Paid,,,,,,Five Flags Events,,https://fiveflagscenter.com,,,TRUE,,,,,,FALSE,(563) 589-4254,,,FALSE,Multi-purpose civic center. Ice installed seasonally for events only — not a dedicated year-round rink. Limited hockey programming.
209,IBP Ice Center,3808 Stadium Dr,Sioux City,IA,51106,42.4593,-96.39,Western Iowa,Indoor,1,,concessions,,TRUE,Free,4,TRUE,,,,Sioux City Parks & Recreation,,https://www.sioux-city.org/government/departments-g-p/parks-recreation-department/ibp-ice-center,,,TRUE,,,,,,FALSE,(712) 279-4880,,TRUE,TRUE,"Founded 1998. 38,000 sq ft facility. NHL sheet (85'x200'), 900 padded seats. Year-round: youth hockey, public skating, tournaments, figure skating, off-season inline skating and indoor soccer. City of Sioux City operated."
210,Mason City Arena,111 S Washington Ave,Mason City,IA,50401,43.151,-93.201,Northern Iowa,Indoor,1,,concessions,,TRUE,Free,,,,,,Mason City Toros (NAHL),,https://www.masoncityarena.com,,,TRUE,,,,,,FALSE,(641) 421-3673,,,TRUE,NAHL venue. Home of Mason City Toros. Hockey-primary with limited public skating.
211,Metro Ice Sports Facility,5100 NW 72nd Ave,Urbandale,IA,50322,41.661,-93.712,Central Iowa,Indoor,2,,concessions,,TRUE,Free,8,TRUE,,10,,Des Moines area hockey,,https://www.metroicesports.com,,,TRUE,,,,,,FALSE,(515) 276-7201,,TRUE,TRUE,"Two-sheet facility serving Des Moines metro. Full hockey programming: public skate, youth hockey, adult leagues."
212,Mid-America Center,1 Arena Way,Council Bluffs,IA,51501,41.237,-95.861,Western Iowa,Indoor,1,,concessions,,TRUE,Paid,,,,,,Council Bluffs Events,,https://midamericacenter.com,,,TRUE,,,,,,FALSE,(712) 323-0536,,,FALSE,Multi-purpose arena. Hockey available via rentals only — not a dedicated year-round ice facility. Part of Iowa Events Center network.
213,Mystique Community Ice Center,1800 Admiral Sheehy Dr,Dubuque,IA,52001,42.5,-90.65,Eastern Iowa,Indoor,1,,concessions,,TRUE,Free,4,TRUE,,,,Dubuque Fighting Saints (USHL),,https://www.mystiqueicecenter.com,,,TRUE,,,,,,FALSE,(563) 583-6880,,TRUE,TRUE,"USHL arena. Home of Dubuque Fighting Saints. Full community programming including public skating, youth hockey, and figure skating."
214,The River's Edge Ice Arena,700 W River Dr,Davenport,IA,52802,41.52,-90.59,Eastern Iowa,Indoor,1,,concessions,,TRUE,Free,4,TRUE,,,,Quad Cities Storm / Davenport Hockey,,https://www.davenportiowa.com,,,TRUE,,,,,,FALSE,(563) 326-7711,,TRUE,TRUE,"Quad Cities' primary ice facility on the Iowa side (Davenport). Full hockey programming: public skate, youth hockey, adult leagues. ⚠️ PLACEHOLDER URL — links to city site; verify dedicated arena website."
215,Tyson Events Center,401 Gordon Dr,Sioux City,IA,51101,42.492,-96.4009,Western Iowa,Indoor,1,,concessions,,TRUE,Paid,,,,,,Sioux City Musketeers (USHL),,https://www.tysoncenter.com,,,TRUE,,,,,,FALSE,(712) 279-4850,,,TRUE,USHL arena. Home of Sioux City Musketeers. Hockey-primary; limited public skating access. Large event venue.
216,Xtream Arena,200 E 9th St,Coralville,IA,52241,41.671,-91.56,Eastern Iowa,Indoor,1,,concessions,,TRUE,Paid,,,,,,Iowa Heartlanders (ECHL),,https://www.xtreamarena.com,,,TRUE,,,,,,FALSE,(319) 569-4500,,,TRUE,ECHL arena opened 2021. Home of Iowa Heartlanders. Hockey-primary; limited public skating access.
217,Young Arena,125 Commercial St,Waterloo,IA,50701,42.5006,-92.3341,Northern Iowa,Indoor,1,,concessions,,TRUE,Free,4,TRUE,,10,,Waterloo Black Hawks (USHL),,https://youngarena.com,,,TRUE,,,,,,FALSE,(319) 291-4300,,TRUE,TRUE,"USHL arena. Home of Waterloo Black Hawks. Full hockey programming including public skate, adult open hockey, and youth hockey. Year-round."
218,Frontier Ice Arena,3519 W Seltice Way,Coeur d'Alene,ID,83814,47.7044,-116.8358,North Idaho,Indoor,1,,concessions,,,Free,5,,,,,North Idaho Hockey,,https://www.frontiericearena.org,,,TRUE,,,,,,FALSE,(208) 765-4423,,TRUE,TRUE,"501(c)(3) nonprofit owned by KYRO (Kootenai Youth Recreation Organization). NHL-size rink. 5 locker rooms. Serves Eastern WA, North ID, Western MT. Hockey, curling, figure skating, sled hockey, broomball. 25 min from Spokane. ⚠️ CSV had address as 3525 W Seltice — corrected to 3519 per Arena Guide."
219,Idaho Central Arena,233 S Capitol Blvd,Boise,ID,83702,43.6136,-116.2037,Southwest Idaho,Indoor,1,,concessions,,,Paid,,,,,,Idaho Steelheads (ECHL),,https://idahocentralarena.com,seats,,TRUE,,,,,,FALSE,(208) 331-8497,,,TRUE,"ECHL arena opened 1997. Home of Idaho Steelheads (ECHL) since 1997. 5,002-seat capacity for hockey. Downtown Boise. Also known as CenturyLink Arena, Qwest Arena, Bank of America Centre historically. ⚠️ CSV incorrectly classified as event-based with no permanent ice — corrected: permanent ECHL home rink."
220,Idaho IceWorld,7072 S Eisenman Rd,Boise,ID,83716,43.5564,-116.1619,Southwest Idaho,Indoor,2,,restaurant,TRUE,TRUE,Free,,TRUE,,,,Boise Hockey / Idaho Steelheads Dev,,https://www.idahoiceworld.com,,,TRUE,,,,,,FALSE,(208) 608-7716,,TRUE,TRUE,"City of Boise municipal facility. Two NHL-regulation rinks. LiveBarn venue. Sandwich and pizza restaurants, arcade, pro shop. Adult and youth hockey leagues, figure skating, learn-to-skate and learn-to-play hockey, public skating daily."
221,Joe Marmo/Wayne Lehto Ice Arena,Tautphaus Park,Idaho Falls,ID,83402,43.485,-112.06,Eastern Idaho,Indoor,1,,concessions,,,Free,,,,,,Idaho Falls Hockey,,,,,TRUE,,,,,,FALSE,(208) 612-8367,,TRUE,TRUE,"Located in Tautphaus Park, southeastern Idaho's premier ice facility. Regulation ice surface, rental shop, snack bar, locker rooms. ⚠️ Not in source CSV — added from Visit Idaho rink directory. ⚠️ Website unverified — contact city recreation at (208) 612-8480."
222,LC Ice Arena,1521 6th Ave N,Lewiston,ID,83501,46.417,-117.012,North Idaho,Indoor,1,,concessions,,,Free,,,,,,LC Lightning / WSU Hockey,,http://lcicearena.com,,,,,,,,,FALSE,,,TRUE,TRUE,"Home of Lewis Clark Amateur Hockey Association (LCAHA), a 501(c)(3) nonprofit. Official practice facility of WSU Hockey. Home of the LC Lightning. ⚠️ Not in source CSV — added from Arena Guide. ⚠️ Phone unverified."
